"ACCURACY","F1_SCORE","PRECISION","RECALL","ML_FRAMEWORK","TRANSFER_LEARNING","DEEP_LEARNING","MODEL_TYPE","DEPTH","NUM_PARAMS","AVERAGEPOOLING2D_LAYERS","CONV2D_LAYERS","BATCHNORMALIZATION_LAYERS","DENSE_LAYERS","MAXPOOLING2D_LAYERS","INPUTLAYER_LAYERS","AVERAGE_LAYERS","ADD_LAYERS","GLOBALAVERAGEPOOLING2D_LAYERS","ZEROPADDING2D_LAYERS","DROPOUT_LAYERS","DEPTHWISECONV2D_LAYERS","FLATTEN_LAYERS","CONCATENATE_LAYERS","SIGMOID_ACT","SELU_ACT","RELU_ACT","SOFTMAX_ACT","LOSS","OPTIMIZER","MEMORY_SIZE","TEAM","USERNAME","TIMESTAMP","VERSION"
"0.8597986057","0.8577747202","0.8688948429","0.8597420817","keras","true","true","Sequential","13","1000099","null","6","2","1","2","null","null","null","null","null","1","null","1","null","null","null","6","1","str","Adam","4003432","4","1jiahe","2023-03-14 05:01:03.070043","336"
"0.8597986057","0.8577747202","0.8688948429","0.8597420817","keras","null","true","Sequential","16","190883","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","766760","4","1jiahe","2023-03-14 04:55:53.172410","334"
"0.8597986057","0.8577747202","0.8688948429","0.8597420817","keras","true","true","Functional","22","16779523","null","13","null","2","5","1","null","null","null","null","null","null","1","null","null","null","14","1","str","SGD","67122440","4","1jiahe","2023-03-14 04:58:35.868601","335"
"0.8574748257","0.8557746614","0.8574060973","0.8573787298","keras","null","true","Sequential","6","7090627","null","null","null","5","null","null","null","null","null","null","null","null","1","null","null","null","4","1","str","SGD","28363912","null","hal2148","2023-03-06 21:48:55.618135","13"
"0.8567002324","0.8565972833","0.863659794","0.8566413065","keras","null","true","Sequential","6","7193667","null","null","null","5","null","null","null","null","null","null","null","null","1","null","null","null","4","1","str","Adam","28776072","null","Estelle","2023-03-15 02:38:29.511373","433"
"0.853601859","0.8477521975","0.8745133831","0.853524344","keras","null","true","Sequential","19","4596515","null","12","null","1","5","null","null","null","null","null","null","null","1","null","null","null","12","1","null","NoneType","18389896","null","sdp2158","2023-03-11 00:05:07.239445","156"
"0.8528272657","0.8488317951","0.8838530272","0.8527401572","keras","null","true","Functional","25","22089219","null","16","null","2","5","1","null","null","null","null","null","null","1","null","null","null","17","1","str","Adam","88362104","null","Chen","2023-03-14 02:19:42.854219","302"
"0.8520526723","0.849543644","0.859339622","0.8519919423","keras","true","true","Functional","219","21808931","9","94","94","1","4","1","null","null","1","null","null","null","null","15","null","null","94","1","str","Adam","87285904","null","sofiazaidman","2023-03-06 21:30:02.052604","12"
"0.8497288923","0.8489720884","0.8543283822","0.8497005342","keras","null","true","Sequential","14","6315843","null","6","null","1","6","null","null","null","null","null","null","null","1","null","1","null","6","null","str","Adam","25265448","null","xilin0323","2023-03-14 17:32:55.496232","393"
"0.8474051123","0.8466492253","0.8531949104","0.8473317865","keras","null","true","Sequential","10","471443","null","6","null","1","2","null","null","null","null","null","null","null","1","null","null","null","6","1","str","Adam","1887848","null","so2638","2023-03-14 01:26:15.341343","292"
"0.8458559256","0.8443286681","0.8451673356","0.8457831975","keras","null","true","Functional","219","21808931","9","94","94","1","4","1","null","null","1","null","null","null","null","15","null","null","94","1","str","Adam","87285864","null","ran_liao","2023-03-13 00:41:55.986595","234"
"0.8435321456","0.845460254","0.8493730163","0.843493588","keras","true","true","Functional","219","21808931","9","94","94","1","4","1","null","null","1","null","null","null","null","15","null","null","94","1","str","Adam","87285864","null","so2638","2023-03-14 01:33:10.222730","297"
"0.8396591789","0.8348203014","0.8466923987","0.839560064","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","halfbaked_em","2023-03-08 00:47:04.915901","85"
"0.8396591789","0.8348203014","0.8466923987","0.839560064","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","halfbaked_em","2023-03-08 00:50:55.054710","86"
"0.8396591789","0.8348203014","0.8466923987","0.839560064","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","halfbaked_em","2023-03-08 00:31:01.561239","84"
"0.8396591789","0.8348203014","0.8466923987","0.839560064","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","halfbaked_em","2023-03-08 00:22:51.573973","83"
"0.8373353989","0.8389075163","0.8456119269","0.8373280095","keras","null","true","Functional","219","21808931","9","94","94","1","4","1","null","null","1","null","null","null","null","15","null","null","94","1","str","Adam","87285864","null","ran_liao","2023-03-12 22:08:01.967794","221"
"0.8350116189","0.8348108884","0.8348888092","0.8349448731","keras","null","true","Sequential","16","3916195","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15668008","null","Rochuz","2023-03-12 23:20:02.977672","230"
"0.8342370256","0.834420833","0.8402409472","0.8341606863","keras","null","true","Sequential","4","3540131","null","null","null","3","null","null","null","null","null","null","null","null","1","null","null","null","2","1","str","Adam","14161384","null","timnyt","2023-03-14 18:44:43.771900","408"
"0.8319132455","0.8315296847","0.836235021","0.8318297092","keras","true","true","Functional","21","14716227","null","13","null","1","5","1","null","null","1","null","null","null","null","null","null","null","13","1","str","Adam","58869040","null","hal2148","2023-03-06 21:57:03.482841","16"
"0.8303640589","0.8294737363","0.8305896958","0.8302829188","keras","true","true","Functional","222","23016483","9","94","94","4","4","1","null","null","1","null","null","null","null","15","null","null","97","1","str","Adam","92116792","null","MengYang","2023-03-10 17:43:31.786298","134"
"0.8280402789","0.8232142577","0.8315602845","0.8279357542","keras","true","true","Functional","219","21808931","9","94","94","1","4","1","null","null","1","null","null","null","null","15","null","null","94","1","str","Adam","87285864","null","so2638","2023-03-14 17:02:11.436542","381"
"0.8264910922","0.8284954423","0.8611710025","0.8265184626","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","mymstella","2023-03-11 18:33:11.393031","168"
"0.8264910922","0.8284954423","0.8611710025","0.8265184626","keras","null","true","Sequential","23","19466819","null","13","null","3","5","1","null","null","null","null","null","null","1","null","null","null","15","1","str","Adam","77871864","null","mymstella","2023-03-11 18:32:03.685939","167"
"0.8264910922","0.8207270442","0.8420231941","0.8263781723","keras","true","true","Functional","219","21808931","9","94","94","1","4","1","null","null","1","null","null","null","null","15","null","null","94","1","str","Adam","87285864","1","tinaz0407","2023-03-14 10:12:50.364560","363"
"0.8264910922","0.8224949324","0.8265415944","0.8263763737","keras","true","true","Sequential","13","1000099","null","6","2","1","2","null","null","null","null","null","1","null","1","null","null","null","6","1","str","Adam","4003432","4","1jiahe","2023-03-14 04:15:35.219245","328"
"0.8264910922","0.8224949324","0.8265415944","0.8263763737","keras","null","true","Sequential","16","190883","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","766760","4","1jiahe","2023-03-14 04:21:00.574472","329"
"0.8264910922","0.8224949324","0.8265415944","0.8263763737","keras","true","true","Functional","22","16779523","null","13","null","2","5","1","null","null","null","null","null","null","1","null","null","null","14","1","str","SGD","67122440","4","1jiahe","2023-03-14 04:13:08.846964","327"
"0.8257164988","0.8222189649","0.8466041571","0.8256065757","keras","true","true","Functional","219","21808931","9","94","94","1","4","1","null","null","1","null","null","null","null","15","null","null","94","1","str","Adam","87285864","1","sm_5271","2023-03-14 09:41:44.579494","361"
"0.8257164988","0.8222189649","0.8466041571","0.8256065757","keras","true","true","Functional","219","21808931","9","94","94","1","4","1","null","null","1","null","null","null","null","15","null","null","94","1","str","Adam","87285864","1","sm_5271","2023-03-14 09:32:40.297411","360"
"0.8249419055","0.8239382924","0.8235172993","0.8248565622","keras","true","true","Sequential","5","36967811","null","1","null","2","1","null","null","null","null","null","null","null","1","null","null","null","2","1","str","Adam","147872136","null","mymstella","2023-03-11 19:41:35.840429","179"
"0.8249419055","0.8239382924","0.8235172993","0.8248565622","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","mymstella","2023-03-11 19:43:22.799924","180"
"0.8249419055","0.8239382924","0.8235172993","0.8248565622","keras","true","true","Sequential","5","36967811","null","1","null","2","1","null","null","null","null","null","null","null","1","null","null","null","2","1","str","Adam","147872136","null","mymstella","2023-03-11 19:56:06.467609","181"
"0.8233927188","0.8213943265","0.820682246","0.8232899872","keras","null","true","Sequential","19","6268195","null","12","null","1","5","null","null","null","null","null","null","null","1","null","null","null","12","1","null","NoneType","25076616","null","sdp2158","2023-03-10 18:34:45.814659","136"
"0.8202943455","0.819219007","0.8195185405","0.8202215867","keras","null","true","Sequential","7","1794083","null","4","null","1","1","null","null","null","null","null","null","null","1","null","null","null","4","1","str","Adam","7177864","1","sm_5271","2023-03-14 06:05:23.192840","345"
"0.8187451588","0.8155531868","0.8194373442","0.8186262343","keras","null","true","Sequential","16","3688739","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","14758192","null","jer2240","2023-03-07 21:39:31.909661","37"
"0.8179705655","0.817444038","0.8236547927","0.817879818","keras","true","true","Functional","222","23016483","9","94","94","4","4","1","null","null","1","null","null","null","null","15","null","null","97","1","str","Adam","92116792","null","MengYang","2023-03-10 14:16:20.853554","132"
"0.8156467854","0.8128795722","0.81578471","0.8155506394","keras","null","true","Functional","27","22125635","null","16","null","4","5","1","null","null","1","null","null","null","null","null","null","null","19","1","str","SGD","88508248","null","sdp2158","2023-03-11 23:04:17.873650","187"
"0.8156467854","0.8128795722","0.81578471","0.8155506394","keras","true","true","Functional","27","22125635","null","16","null","4","5","1","null","null","1","null","null","null","null","null","null","null","19","1","str","SGD","88508248","null","sdp2158","2023-03-11 23:31:44.607583","188"
"0.8148721921","0.8161135259","0.8328450791","0.8148635767","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","halfbaked_em","2023-03-07 22:50:28.105795","80"
"0.8148721921","0.8062542604","0.8291084934","0.8147610569","keras","null","true","Functional","25","22089219","null","16","null","2","5","1","null","null","null","null","null","null","1","null","null","null","17","1","str","Adam","88362152","6","bobbie8881","2023-03-07 00:42:42.418172","28"
"0.8125484121","0.812311462","0.821219876","0.8124768431","keras","null","true","Sequential","13","37930147","null","6","null","4","2","null","null","null","null","null","null","null","1","null","null","null","9","1","str","Adam","151723448","null","ivster","2023-03-13 21:28:24.863421","275"
"0.8125484121","0.80946134","0.8126307307","0.8124480656","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","MandyMaaa","2023-03-13 21:39:00.741546","276"
"0.8125484121","0.80946134","0.8126307307","0.8124480656","keras","null","true","Sequential","14","1189155","null","8","null","1","4","null","null","null","null","null","null","null","1","null","null","null","8","1","str","Adam","4759304","null","MandyMaaa","2023-03-13 21:26:12.167229","274"
"0.8117738187","0.7973145405","0.843438439","0.8116315042","keras","null","true","Functional","27","29626691","null","16","null","4","5","1","null","null","null","null","null","null","1","null","null","null","19","1","str","Adam","118512472","null","MengYang","2023-03-10 03:58:38.751800","131"
"0.8094500387","0.8089828322","0.813418104","0.8093994496","keras","null","true","Sequential","10","904771","null","4","null","1","4","null","null","null","null","null","null","null","1","null","null","null","4","1","str","Adam","3620616","null","xuenricky","2023-03-12 22:12:50.301354","222"
"0.8094500387","0.8089828322","0.813418104","0.8093994496","keras","true","true","Functional","219","21808931","9","94","94","1","4","1","null","null","1","null","null","null","null","15","null","null","94","1","str","Adam","87285864","null","xuenricky","2023-03-12 22:17:24.804704","223"
"0.8094500387","0.8089828322","0.813418104","0.8093994496","keras","null","true","Sequential","16","175523","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","705320","null","xuenricky","2023-03-12 22:43:12.330008","224"
"0.8086754454","0.8035404535","0.8118097595","0.8085667008","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","halfbaked_em","2023-03-07 22:44:54.325605","79"
"0.805577072","0.8023110052","0.817162133","0.8055036961","keras","null","true","Sequential","10","471443","null","6","null","1","2","null","null","null","null","null","null","null","1","null","null","null","6","1","str","Adam","1887848","null","so2638","2023-03-14 16:49:40.319430","378"
"0.8024786987","0.7991755352","0.8100531644","0.8023831364","keras","null","true","Sequential","7","1794083","null","4","null","1","1","null","null","null","null","null","null","null","1","null","null","null","4","1","str","Adam","7177864","1","sm_5271","2023-03-14 04:45:31.170817","333"
"0.8024786987","0.7980060142","0.8008539033","0.8023561575","keras","true","true","Functional","28","22256195","null","16","null","5","5","1","null","null","1","null","null","null","null","null","null","null","20","1","str","SGD","89030824","null","sdp2158","2023-03-12 04:39:46.297858","207"
"0.800929512","0.7939422007","0.8058981227","0.8007985755","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","halfbaked_em","2023-03-07 21:59:15.553311","57"
"0.800929512","0.7939422007","0.8058981227","0.8007985755","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","halfbaked_em","2023-03-07 22:10:37.769911","68"
"0.800929512","0.7939422007","0.8058981227","0.8007985755","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","halfbaked_em","2023-03-07 22:23:13.881989","72"
"0.800929512","0.7939422007","0.8058981227","0.8007985755","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","halfbaked_em","2023-03-07 22:39:29.158934","77"
"0.796281952","0.7918865004","0.7970934336","0.796172593","keras","null","true","Sequential","7","1794083","null","4","null","1","1","null","null","null","null","null","null","null","1","null","null","null","4","1","str","Adam","7177864","1","sm_5271","2023-03-14 07:22:46.216796","352"
"0.7955073586","0.7951577531","0.7989129516","0.7954333711","keras","true","true","Functional","219","21808931","9","94","94","1","4","1","null","null","1","null","null","null","null","15","null","null","94","1","str","Adam","87285864","1","sm_5271","2023-03-14 10:15:06.607792","364"
"0.7947327653","0.7949378197","0.7974048758","0.7946887534","keras","null","true","Sequential","8","2767455","null","2","null","3","2","null","null","null","null","null","null","null","1","null","null","null","4","1","str","Adam","11071304","null","sairachawla","2023-03-14 15:28:52.112062","367"
"0.7947327653","0.7929534309","0.7922410326","0.794632997","keras","null","true","Sequential","8","2767455","null","2","null","3","2","null","null","null","null","null","null","null","1","null","null","null","4","1","str","Adam","11071304","null","sairachawla","2023-03-13 21:19:59.154960","271"
"0.793958172","0.7957180061","0.8049839672","0.7938883793","keras","true","true","Functional","219","21808931","9","94","94","1","4","1","null","null","1","null","null","null","null","15","null","null","94","1","function","Adam","87285864","7","adrianwang","2023-03-08 20:33:15.074618","107"
"0.793958172","0.7930107297","0.8001794768","0.7938470116","keras","null","true","Sequential","19","4353443","null","13","null","1","4","null","null","null","null","null","null","null","1","null","null","null","13","1","str","Adam","17417880","null","mcmurrym","2023-03-14 06:02:28.096432","344"
"0.793958172","0.7928211444","0.792367299","0.7938721919","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","amsay99","2023-03-10 19:17:31.847505","138"
"0.7931835786","0.791756077","0.7953044514","0.793075415","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","realdfy","2023-03-08 19:43:56.276449","97"
"0.7931835786","0.791756077","0.7953044514","0.793075415","keras","null","true","Sequential","16","190883","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","766760","9","realdfy","2023-03-08 19:54:56.795535","98"
"0.7931835786","0.791756077","0.7953044514","0.793075415","keras","null","true","Sequential","16","160163","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","643880","null","realdfy","2023-03-08 20:20:19.072235","103"
"0.7931835786","0.791756077","0.7953044514","0.793075415","keras","null","true","Sequential","16","160163","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","643880","9","realdfy","2023-03-08 20:21:14.203998","104"
"0.7931835786","0.791756077","0.7953044514","0.793075415","keras","true","true","Sequential","16","190883","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","766760","9","realdfy","2023-03-08 21:32:28.459845","110"
"0.7931835786","0.791756077","0.7953044514","0.793075415","keras","null","true","Sequential","16","1375683","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","5505960","9","realdfy","2023-03-08 22:14:36.152668","112"
"0.7931835786","0.791756077","0.7953044514","0.793075415","keras","null","true","Sequential","11","4503427","null","3","null","2","3","null","null","null","null","null","2","null","1","null","null","null","4","null","str","Adam","18015208","9","realdfy","2023-03-09 02:08:53.379427","118"
"0.7931835786","0.791756077","0.7953044514","0.793075415","keras","null","true","Sequential","11","10642467","null","3","null","2","3","null","null","null","null","null","2","null","1","null","null","null","4","null","str","Adam","42571368","9","realdfy","2023-03-09 01:29:18.262100","117"
"0.7924089853","0.7914231604","0.8216201912","0.792372165","keras","null","true","Sequential","16","175523","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","705320","null","xuenricky","2023-03-12 22:57:57.372580","226"
"0.7924089853","0.7914231604","0.8216201912","0.792372165","keras","null","true","Sequential","11","908931","null","5","null","1","4","null","null","null","null","null","null","null","1","null","null","null","5","1","str","Adam","3637528","null","xuenricky","2023-03-12 23:08:20.395350","228"
"0.7916343919","0.7796087047","0.8316801478","0.7915178331","keras","null","true","Sequential","7","56798275","null","null","null","6","null","null","null","null","null","null","null","null","1","null","null","null","5","1","str","Adam","227194744","null","lah2228","2023-03-15 19:52:58.551773","440"
"0.7885360186","0.7887823096","0.7896555197","0.7884602241","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","amsay99","2023-03-09 21:53:17.225454","126"
"0.7885360186","0.7818906697","0.7907892924","0.7884062663","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","so2638","2023-03-07 22:00:19.044346","58"
"0.7877614253","0.7891253638","0.7915132893","0.7877066134","keras","null","true","Sequential","10","999715","null","6","null","1","2","null","null","null","null","null","null","null","1","null","null","null","6","1","str","Adam","4000936","null","lprockop","2023-03-07 21:45:29.242959","41"
"0.7869868319","0.7821661136","0.8010961608","0.7868576773","keras","null","true","Sequential","5","7086467","null","null","null","4","null","null","null","null","null","null","null","null","1","null","null","null","3","1","str","Adam","28346968","7","lprockop","2023-03-08 20:16:47.231552","102"
"0.7854376452","0.78248984","0.7812055937","0.7853054911","keras","null","true","Sequential","11","471443","null","6","null","1","2","null","null","null","null","null","1","null","1","null","null","null","6","1","str","Adam","1887848","null","so2638","2023-03-14 01:27:05.613493","293"
"0.7838884586","0.7754117685","0.8035782783","0.7837712909","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","mymstella","2023-03-10 20:14:28.097441","147"
"0.7838884586","0.7754117685","0.8035782783","0.7837712909","keras","null","true","Sequential","9","8023619","null","3","null","2","3","null","null","null","null","null","null","null","1","null","null","null","4","1","str","Adam","32095976","null","mymstella","2023-03-10 20:13:42.888775","146"
"0.7838884586","0.7803960989","0.7807783905","0.7837604993","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249712","null","mcmurrym","2023-03-07 22:02:38.386270","60"
"0.7831138652","0.7884069801","0.8269063274","0.7831759564","keras","null","true","Functional","222","22855459","9","94","95","2","4","1","null","null","1","null","1","null","null","15","null","null","95","1","str","Adam","91472664","null","Rochuz","2023-03-14 19:35:21.616905","419"
"0.7831138652","0.7683206246","0.7898267944","0.782956528","keras","true","true","Functional","131","23865459","null","53","53","4","1","1","null","16","1","2","null","null","null","null","null","null","52","1","str","SGD","95503848","null","ivster","2023-03-13 20:41:16.323137","268"
"0.7815646785","0.7781104427","0.7905760978","0.7814780841","keras","null","true","Sequential","9","8023619","null","3","null","2","3","null","null","null","null","null","null","null","1","null","null","null","4","1","str","Adam","32095976","null","mymstella","2023-03-10 19:41:18.705222","139"
"0.7784663052","0.7762286233","0.8149883879","0.7784186766","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","null","mcmurrym","2023-03-12 21:13:03.711389","219"
"0.7761425252","0.7710721932","0.7816494606","0.7760337416","keras","null","true","Functional","128","23593859","null","53","53","1","1","1","null","16","1","2","null","null","null","null","null","null","49","1","str","SGD","94416728","null","lah2228","2023-03-21 19:36:26.314182","447"
"0.7753679318","0.7693029351","0.7746448447","0.7752171802","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","amsay99","2023-03-09 19:05:42.174104","122"
"0.7745933385","0.7678590387","0.7861389463","0.77450134","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","1","sm_5271","2023-03-14 02:35:13.773931","303"
"0.7745933385","0.7678590387","0.7861389463","0.77450134","keras","true","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","1","sm_5271","2023-03-14 02:55:51.457734","310"
"0.7745933385","0.7678590387","0.7861389463","0.77450134","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249704","1","sm_5271","2023-03-14 02:38:13.195971","305"
"0.7730441518","0.7756833901","0.7823421534","0.7729689383","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","amsay99","2023-03-12 16:45:34.252801","211"
"0.7699457785","0.7709651427","0.7733170118","0.7698645659","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","MandyMaaa","2023-03-13 22:35:01.400425","278"
"0.7699457785","0.7709651427","0.7733170118","0.7698645659","keras","null","true","Sequential","11","1834051","null","6","null","1","3","null","null","null","null","null","null","null","1","null","null","2","4","1","str","Adam","7338280","null","MandyMaaa","2023-03-13 22:27:59.928032","277"
"0.7652982184","0.7615871487","0.7612881668","0.7651702369","keras","null","true","Sequential","10","999715","null","6","null","1","2","null","null","null","null","null","null","null","1","null","null","null","6","1","str","Adam","4000936","null","ivster","2023-03-13 17:45:53.237758","261"
"0.7652982184","0.7594033183","0.7596325335","0.7651504523","keras","null","true","Sequential","10","471443","null","6","null","1","2","null","null","null","null","null","null","null","1","null","null","null","6","1","str","Adam","1887848","null","so2638","2023-03-10 03:27:31.536782","127"
"0.7591014717","0.7595319591","0.7603468865","0.7589956654","keras","null","true","Sequential","31","18507011","null","23","null","1","5","1","null","null","null","null","null","null","1","null","null","null","23","1","str","Adam","74035032","null","cj2733","2023-03-12 06:50:20.625573","209"
"0.7591014717","0.7595319591","0.7603468865","0.7589956654","keras","null","true","Sequential","16","30417955","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","121675048","null","cj2733","2023-03-12 06:48:03.427855","208"
"0.7591014717","0.7595319591","0.7603468865","0.7589956654","keras","null","true","Sequential","4","3540899","null","2","null","1","null","null","null","null","null","null","null","null","1","null","null","null","2","1","str","Adam","14164520","null","cj2733","2023-03-12 06:51:58.686035","210"
"0.7560030984","0.7411488065","0.7731425395","0.7558373352","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","amsay99","2023-03-08 22:58:58.222177","114"
"0.7560030984","0.750820739","0.7495179124","0.755842731","keras","null","true","Sequential","16","3811619","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15249712","null","vincent","2023-03-07 22:03:13.710151","61"
"0.755228505","0.7450906103","0.7706256413","0.7550909189","keras","true","true","Functional","128","23593859","null","53","53","1","1","1","null","16","1","2","null","null","null","null","null","null","49","1","str","SGD","94416728","null","ivster","2023-03-12 01:11:33.058213","191"
"0.755228505","0.7450906103","0.7706256413","0.7550909189","keras","null","true","Sequential","10","999715","null","6","null","1","2","null","null","null","null","null","null","null","1","null","null","null","6","1","str","Adam","4000936","null","ivster","2023-03-12 00:19:59.926789","190"
"0.755228505","0.7450906103","0.7706256413","0.7550909189","keras","null","true","Sequential","10","999715","null","6","null","1","2","null","null","null","null","null","null","null","1","null","null","null","6","1","str","Adam","4000936","null","ivster","2023-03-11 23:53:12.527415","189"
"0.7536793184","0.7432388089","0.7587469951","0.753515351","keras","null","true","Functional","8","180435","null","4","null","1","1","1","null","null","null","null","null","null","1","null","null","null","4","1","str","Adam","723272","null","tzak","2023-03-14 17:58:52.509337","400"
"0.7521301317","0.746341031","0.7456350356","0.7519703592","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","amsay99","2023-03-08 20:09:56.958890","101"
"0.7521301317","0.7436509249","0.7498398064","0.751957769","keras","null","true","Sequential","16","3762403","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","15052840","4","1jiahe","2023-03-13 23:50:02.562381","283"
"0.7498063517","0.7234606012","0.8083178077","0.7496465764","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","amsay99","2023-03-08 20:27:04.389407","106"
"0.7490317583","0.7441308564","0.7620298172","0.7489433263","keras","null","true","Sequential","4","3540899","null","2","null","1","null","null","null","null","null","null","null","null","1","null","null","null","2","1","str","Adam","14164520","null","cj2733","2023-03-12 01:21:47.650952","194"
"0.7490317583","0.7441308564","0.7620298172","0.7489433263","keras","null","true","Sequential","16","30417955","null","10","null","1","4","null","null","null","null","null","null","null","1","null","null","null","10","1","str","Adam","121675048","null","cj2733","2023-03-12 01:16:03.913932","192"
"0.7490317583","0.7441308564","0.7620298172","0.7489433263","keras","null","true","Sequential","31","18507011","null","23","null","1","5","1","null","null","null","null","null","null","1","null","null","null","23","1","str","Adam","74035032","null","cj2733","2023-03-12 01:19:26.179434","193"
"0.7467079783","0.7259365994","0.7732976804","0.746551197","keras","null","true","Sequential","13","1852707","null","8","null","1","3","null","null","null","null","null","null","null","1","null","null","null","8","1","str","Adam","7413520","null","halfbaked_em","2023-03-07 21:30:15.991313","36"
"0.745933385","0.7401601433","0.7531051316","0.7458263638","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","amsay99","2023-03-07 21:44:57.329916","40"
"0.745933385","0.7368313216","0.7559435213","0.7458083778","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","amsay99","2023-03-07 22:08:04.144923","65"
"0.745933385","0.7437435329","0.7454095918","0.7458191694","keras","null","true","Sequential","6","7119683","null","null","null","5","null","null","null","null","null","null","null","null","1","null","null","null","4","1","str","Adam","28480136","null","vincent","2023-03-07 21:57:40.998333","55"
"0.7451587916","0.7445850288","0.7904832818","0.7451267109","unknown","null","null","unknown","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","amsay99","2023-03-09 20:17:59.722649","125"
